UserID,Name,Gender,DOB,Interests,City,Occupation,Budget,Age,Age Range,Cluster,Cluster_tag,SubCluster,SubCluster_Description
55723,Pam Abbasi,Male,1957/10/1,'Fashion',Bolton,Financial Analyst,6529,68,66+,1,Fashion & Cooking,1.2,"Avg Age: 59.2, Avg Budget: 5916.1"
85407,Helen Merriman,Male,2004/9/4,"'DIY and crafts', 'Fashion', 'Movies'",Liverpool,Teacher,2915,21,18-25,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
67884,Beulah Gassen,Female,1968/11/15,"'Movies', 'History', 'Pets', 'Cooking', 'Pets'",Bolton,Mechanic,4137,57,56-65,5,History & Gardening,5.2,"Avg Age: 57.6, Avg Budget: 3697.9"
15551,April Harris,Female,1967/5/10,"'DIY and crafts', 'DIY and crafts', 'Music'",Preston,Software Engineer,5708,58,56-65,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
75614,Virgil Buckley,Male,1994/5/8,"'Cooking', 'Technology'",Liverpool,Technical Writer,4152,31,26-35,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
46259,Zachary Reilly,Male,1954/8/22,"'Beauty', 'Technology', 'Gaming', 'Movies', 'Parenting and family'",Stockport,Compliance Officer,7840,71,66+,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
52412,Earl Bryant,Male,1972/4/17,"'Gaming', 'Books', 'History'",Stockport,Public Relations Specialist,6863,53,46-55,5,History & Gardening,5.3,"Avg Age: 55.0, Avg Budget: 6758.3"
17319,Renee Ratliff,Male,1990/11/7,"'Fashion', 'Social causes and activism', 'Music', 'Art'",Liverpool,Business Consultant,7544,35,36-45,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
12374,Deborah Long,Female,1991/4/5,"'Outdoor activities', 'Parenting and family'",Manchester,IT technician,4577,34,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
61009,Erin Kent,Female,2003/2/5,'Travel',Stockport,Taxi Driver,2319,22,18-25,7,Travel & Movies,7.3,"Avg Age: 33.3, Avg Budget: 3372.9"
301,Cathleen Devries,Female,1990/12/5,"'DIY and crafts', 'DIY and crafts'",Stockport,Sales Executive,4090,35,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
91970,Boyce Miller,Female,1998/8/22,'History',Stockport,Construction Worker,3518,27,26-35,5,History & Gardening,5.1,"Avg Age: 32.9, Avg Budget: 4371.4"
88881,Theodore Busse,Female,1980/3/5,"'Photography', 'Fashion', 'History', 'DIY and crafts'",Manchester,Cleaner,2984,45,46-55,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
55527,Gilberto Roy,Male,1958/2/11,"'Music', 'Beauty', 'Sports', 'Gardening'",Preston,Barista,2226,67,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
4657,Amanda Pacheco,Female,1977/12/8,'History',Manchester,Data Analyst,5033,48,46-55,5,History & Gardening,5.2,"Avg Age: 57.6, Avg Budget: 3697.9"
80835,Tammy Badger,Female,1996/9/7,"'Cars and automobiles', 'Food and dining', 'Technology', 'Music'",Bolton,Construction Worker,3443,29,26-35,3,Pets & Food and dining,3.2,"Avg Age: 31.9, Avg Budget: 4085.9"
99708,Vernon Jones,Female,1959/11/10,"'Books', 'Gaming', 'Fashion'",Manchester,Receptionist,3742,66,66+,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
89193,Juan Kassin,Male,1983/7/15,"'Food and dining', 'Fashion'",Stockport,Corporate Trainer,6598,42,36-45,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
5432,Phillip Hamby,Male,1975/4/13,'Pets',Bolton,Software Engineer,5905,50,46-55,3,Pets & Food and dining,3.1,"Avg Age: 47.4, Avg Budget: 6718.3"
15479,Gary Morris,Female,1987/12/31,"'Gaming', 'Gaming'",Stockport,Project Manager,6220,38,36-45,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
73875,Lester Anzalone,Female,1963/11/30,"'Business and entrepreneurship', 'Gardening', 'Politics'",Bolton,Software Engineer,6699,62,56-65,2,Business and entrepreneurship & Cooking,2.1,"Avg Age: 43.9, Avg Budget: 6743.3"
40593,Thaddeus Carter,Male,1989/5/31,"'Photography', 'Sports'",Stockport,Human Resources Coordinator,4155,36,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
99804,Kim Hall,Female,1995/5/5,"'Music', 'Fashion', 'Politics'",Stockport,IT technician,5151,30,26-35,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
98697,Miguel Davis,Male,1986/2/19,'Gaming',Liverpool,Delivery Driver,2576,39,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
6106,Ivy Abadi,Female,1986/10/12,"'Movies', 'Sports'",Manchester,HR Manager,4976,39,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
54656,Richard Fitzpatrick,Male,1980/8/20,"'Music', 'Movies', 'Nature', 'Gardening', 'Health and wellness'",Bolton,Technical Writer,5943,45,46-55,6,Nature & Music,6.3,"Avg Age: 42.3, Avg Budget: 6376.3"
17610,Patricia Carr,Female,1979/11/25,"'History', 'Pets', 'Gardening'",Liverpool,Delivery Driver,2880,46,46-55,5,History & Gardening,5.2,"Avg Age: 57.6, Avg Budget: 3697.9"
28580,Donald Hughes,Male,1974/9/21,'DIY and crafts',Liverpool,Market Research Analyst,4051,51,46-55,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
94353,Wayne Aquino,Female,2004/3/1,"'Fashion', 'Outdoor activities'",Liverpool,Office Administrator,3141,21,18-25,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
44075,Kenneth Goins,Female,1988/12/23,"'Social causes and activism', 'Gaming', 'Fashion', 'Beauty'",Liverpool,Financial Analyst,4114,37,36-45,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
81564,Janet Michael,Male,1959/3/9,"'Parenting and family', 'Science', 'Gardening', 'Social causes and activism', 'History'",Manchester,Receptionist,3568,66,66+,5,History & Gardening,5.2,"Avg Age: 57.6, Avg Budget: 3697.9"
78172,Georgeann Dowell,Female,1981/12/24,"'Fashion', 'Education and learning', 'Nature'",Stockport,Marketing Specialist,4585,44,36-45,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
69355,David Stacks,Male,1961/1/6,"'Parenting and family', 'DIY and crafts'",Stockport,Accountant,4498,64,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
74732,Charles Mendoza,Male,1977/3/28,"'Finance and investments', 'Business and entrepreneurship', 'Movies'",Preston,Electrician,4069,48,46-55,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
3636,Joan Benge,Male,2004/6/17,"'Parenting and family', 'Education and learning'",Stockport,Sales Executive,6420,21,18-25,2,Business and entrepreneurship & Cooking,2.1,"Avg Age: 43.9, Avg Budget: 6743.3"
82624,Paul Six,Female,1992/2/17,"'Beauty', 'Nature', 'Politics', 'Travel'",Stockport,IT technician,3633,33,26-35,6,Nature & Music,6.2,"Avg Age: 31.9, Avg Budget: 3789.6"
75498,Donald Edmons,Female,1963/1/19,"'Education and learning', 'Fitness'",Stockport,Loan Officer,5986,62,56-65,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
9667,Ruth Murat,Female,1983/8/24,"'Fashion', 'Art'",Manchester,IT technician,5524,42,36-45,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
77400,Eugene Gravelle,Female,1977/5/17,'Health and wellness',Stockport,Market Research Analyst,3904,48,46-55,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
88044,James Vandemark,Female,1965/8/25,"'Fashion', 'Nature'",Liverpool,Electrician,4559,60,56-65,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
83133,Willie Henry,Male,1979/12/17,"'History', 'DIY and crafts', 'Photography', 'Sports', 'Business and entrepreneurship'",Liverpool,Office Administrator,3653,46,46-55,5,History & Gardening,5.2,"Avg Age: 57.6, Avg Budget: 3697.9"
60568,Mabel Stewart,Female,1998/7/26,"'Music', 'Art', 'Cars and automobiles', 'Business and entrepreneurship', 'Nature'",Bolton,Human Resources Coordinator,3769,27,26-35,4,Art & Sports,4.1,"Avg Age: 31.0, Avg Budget: 4577.4"
759,Mary Harris,Male,1985/10/4,"'Beauty', 'Outdoor activities'",Preston,Quality Assurance Analyst,5355,40,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
21942,Carmelina Rahe,Female,1956/5/8,'Photography',Preston,Construction Worker,4204,69,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
49239,Russell Fortner,Male,1992/4/10,"'Art', 'Science'",Liverpool,Market Research Analyst,5793,33,26-35,4,Art & Sports,4.1,"Avg Age: 31.0, Avg Budget: 4577.4"
60620,Hattie Brady,Male,1983/6/21,"'Politics', 'Fitness', 'Science'",Liverpool,Compliance Officer,5070,42,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
18847,Ada Reiter,Male,1979/10/10,"'Sports', 'Fashion', 'Gardening'",Stockport,Human Resources Coordinator,3477,46,46-55,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
83346,Alexis Dileo,Male,1974/2/23,"'Art', 'Books', 'Outdoor activities'",Liverpool,Taxi Driver,2789,51,46-55,4,Art & Sports,4.3,"Avg Age: 56.9, Avg Budget: 3703.1"
83568,Anthony Dick,Female,1958/4/3,"'Fitness', 'Sports'",Bolton,Taxi Driver,3825,67,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
83016,Betty Freshour,Male,2003/4/28,'Nature',Bolton,Electrician,3183,22,18-25,6,Nature & Music,6.2,"Avg Age: 31.9, Avg Budget: 3789.6"
69922,James Brown,Male,1973/5/9,"'Beauty', 'DIY and crafts', 'Education and learning', 'Beauty', 'Gardening'",Stockport,HR Manager,5148,52,46-55,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
12515,Deanna Walker,Female,2003/11/21,"'Fitness', 'Books', 'Travel', 'Movies', 'Finance and investments'",Liverpool,Compliance Officer,5792,22,18-25,7,Travel & Movies,7.2,"Avg Age: 32.8, Avg Budget: 5720.0"
37383,Alan Vix,Female,1967/4/28,'Social causes and activism',Stockport,Accountant,4323,58,56-65,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
80682,Dawn Brunet,Male,1967/8/6,"'Art', 'Food and dining', 'Fitness', 'History'",Bolton,Market Research Analyst,5924,58,56-65,4,Art & Sports,4.2,"Avg Age: 53.1, Avg Budget: 6977.6"
21354,Hoyt Kelley,Male,1959/11/13,'Finance and investments',Stockport,Event Coordinator,5825,66,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
1842,Karena Woolverton,Female,1968/6/4,"'Health and wellness', 'Nature', 'Cars and automobiles', 'Business and entrepreneurship'",Preston,Financial Analyst,6579,57,56-65,6,Nature & Music,6.3,"Avg Age: 42.3, Avg Budget: 6376.3"
61515,James Botello,Male,2000/3/17,"'Fashion', 'Social causes and activism', 'Fashion', 'DIY and crafts', 'Cooking'",Stockport,Software Engineer,5772,25,26-35,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
55775,James Salo,Male,1983/9/6,"'Cars and automobiles', 'Politics', 'Nature', 'Travel'",Liverpool,Software Engineer,6778,42,36-45,6,Nature & Music,6.3,"Avg Age: 42.3, Avg Budget: 6376.3"
83715,Kristin Harris,Female,1980/6/12,'Nature',Liverpool,Market Research Analyst,4005,45,46-55,6,Nature & Music,6.2,"Avg Age: 31.9, Avg Budget: 3789.6"
90216,Lillie Brown,Male,1982/12/29,"'Finance and investments', 'Parenting and family'",Preston,Sales Executive,3643,43,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
60500,Jewel Chernoff,Male,1964/11/7,"'Pets', 'Education and learning', 'Cars and automobiles', 'Fashion', 'Music'",Bolton,Delivery Driver,3812,61,56-65,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
39713,Pilar Malley,Female,1993/2/23,"'Fashion', 'Beauty'",Stockport,Cleaner,3151,32,26-35,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
6214,William Martinez,Female,1987/4/16,"'Social causes and activism', 'Cars and automobiles', 'Music', 'Technology', 'Finance and investments'",Preston,Teacher,2879,38,36-45,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
79560,John Norris,Female,2004/5/19,"'DIY and crafts', 'DIY and crafts', 'Fitness', 'Outdoor activities'",Preston,Office Administrator,3293,21,18-25,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
97010,Yong Goodman,Male,1985/3/18,"'Business and entrepreneurship', 'Cooking'",Liverpool,Sales Executive,4927,40,36-45,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
4514,Florence Nishitani,Male,1962/3/14,"'Finance and investments', 'Cars and automobiles', 'Music'",Manchester,Chef,3309,63,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
92450,Larry Rhodes,Female,1992/10/27,'Parenting and family',Liverpool,Delivery Driver,3439,33,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
11751,Catherine Bowser,Male,1974/7/15,"'Social causes and activism', 'Books', 'Cars and automobiles', 'Cars and automobiles'",Liverpool,Public Relations Specialist,5467,51,46-55,2,Business and entrepreneurship & Cooking,2.1,"Avg Age: 43.9, Avg Budget: 6743.3"
62999,Todd Wright,Female,1979/6/13,'Beauty',Bolton,Software Engineer,8850,46,46-55,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
88290,Henry Bass,Female,1986/12/30,"'Education and learning', 'DIY and crafts', 'DIY and crafts', 'Education and learning'",Bolton,Financial Analyst,6008,39,36-45,2,Business and entrepreneurship & Cooking,2.1,"Avg Age: 43.9, Avg Budget: 6743.3"
98982,Tom Nielson,Male,1955/3/28,'Fitness',Bolton,Receptionist,3872,70,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
6456,Julio Andrews,Male,1967/12/31,"'Travel', 'Health and wellness'",Preston,Loan Officer,4807,58,56-65,7,Travel & Movies,7.1,"Avg Age: 58.8, Avg Budget: 3605.3"
6701,Billy Weeks,Male,2000/9/5,"'History', 'Fashion', 'Photography'",Preston,Quality Assurance Analyst,5324,25,26-35,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
37468,Roy Bergman,Female,1956/10/1,"'Technology', 'Fashion', 'Food and dining', 'Books', 'Education and learning'",Preston,Corporate Trainer,6194,69,66+,1,Fashion & Cooking,1.2,"Avg Age: 59.2, Avg Budget: 5916.1"
1825,Mike Reid,Male,1961/3/28,'Finance and investments',Stockport,Construction Worker,3900,64,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
64955,Kathleen Messer,Female,1967/6/10,"'Finance and investments', 'Food and dining', 'Finance and investments'",Preston,Market Research Analyst,3994,58,56-65,3,Pets & Food and dining,3.3,"Avg Age: 58.9, Avg Budget: 3927.2"
18833,Lisa Taylor,Female,1973/9/15,"'Business and entrepreneurship', 'Music', 'Outdoor activities'",Manchester,Marketing Specialist,5767,52,46-55,2,Business and entrepreneurship & Cooking,2.1,"Avg Age: 43.9, Avg Budget: 6743.3"
45020,Lewis Moore,Male,1970/8/6,"'Cars and automobiles', 'Art'",Manchester,Financial Analyst,5152,55,56-65,4,Art & Sports,4.3,"Avg Age: 56.9, Avg Budget: 3703.1"
28298,Mark Stamand,Male,1968/10/5,"'Photography', 'Parenting and family', 'Education and learning', 'Gaming'",Preston,Barista,2933,57,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
6291,Danny Knapp,Male,1987/6/28,"'Books', 'Parenting and family', 'Beauty', 'Cooking'",Stockport,Office Administrator,2828,38,36-45,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
34753,Yolanda Medrano,Female,1981/7/17,"'Travel', 'Social causes and activism', 'Gaming', 'Gardening'",Bolton,Delivery Driver,2490,44,36-45,7,Travel & Movies,7.3,"Avg Age: 33.3, Avg Budget: 3372.9"
27496,Lori Berube,Male,1968/2/10,"'Pets', 'Fashion', 'Fitness', 'Education and learning'",Liverpool,Teacher,3744,57,56-65,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
58253,Jose Hays,Female,1994/3/19,"'Beauty', 'Pets', 'Pets'",Manchester,Event Coordinator,5714,31,26-35,3,Pets & Food and dining,3.2,"Avg Age: 31.9, Avg Budget: 4085.9"
80541,Judith George,Female,1979/3/25,'Art',Stockport,Financial Analyst,5811,46,46-55,4,Art & Sports,4.2,"Avg Age: 53.1, Avg Budget: 6977.6"
20286,Lawrence Lomboy,Male,1969/9/27,"'Technology', 'Books', 'Health and wellness', 'DIY and crafts', 'Cars and automobiles'",Bolton,Procurement Specialist,4986,56,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
61993,Cynthia Conley,Male,1970/4/1,"'Gardening', 'Music'",Stockport,Event Coordinator,4128,55,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
91386,Mark Alexander,Female,1976/9/6,"'Books', 'Nature', 'Beauty'",Preston,Business Consultant,9744,49,46-55,6,Nature & Music,6.3,"Avg Age: 42.3, Avg Budget: 6376.3"
90477,Betty Marin,Female,1986/11/17,"'Photography', 'Food and dining', 'Food and dining'",Stockport,Quality Assurance Analyst,4420,39,36-45,3,Pets & Food and dining,3.2,"Avg Age: 31.9, Avg Budget: 4085.9"
14166,Jack Mankey,Male,1956/6/28,"'Cars and automobiles', 'Music'",Stockport,Procurement Specialist,6731,69,66+,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
56131,Judith Smith,Male,1993/3/31,"'Fashion', 'Outdoor activities', 'Business and entrepreneurship', 'History'",Preston,Sales Executive,4402,32,26-35,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
6424,Elbert Stupka,Female,1987/6/14,"'Science', 'Cooking', 'Sports', 'Fashion', 'Cooking'",Liverpool,Electrician,3547,38,36-45,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
24442,John Holt,Male,1971/5/17,"'Fashion', 'Cars and automobiles', 'Gardening'",Preston,HR Manager,5031,54,46-55,1,Fashion & Cooking,1.2,"Avg Age: 59.2, Avg Budget: 5916.1"
2310,Clayton Dixon,Male,1970/5/10,"'DIY and crafts', 'Books', 'Fashion'",Stockport,Compliance Officer,5050,55,56-65,1,Fashion & Cooking,1.2,"Avg Age: 59.2, Avg Budget: 5916.1"
25251,Claude Medcalf,Male,1972/5/14,"'Sports', 'Parenting and family', 'Cars and automobiles', 'DIY and crafts', 'Cars and automobiles'",Preston,Cleaner,2191,53,46-55,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
15743,Clemencia Blackwell,Male,1989/10/4,'Business and entrepreneurship',Bolton,Sales Associate,2767,36,36-45,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
2268,Alejandro Barrett,Male,1983/7/26,"'Health and wellness', 'Fashion', 'DIY and crafts', 'Fashion', 'Politics'",Liverpool,Construction Worker,3106,42,36-45,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
80121,Thomas Davis,Male,1962/10/3,"'Gaming', 'Music', 'DIY and crafts'",Bolton,Waiter,2709,63,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
12943,Andrea Edward,Male,1973/1/21,'Travel',Manchester,Accountant,3908,52,46-55,7,Travel & Movies,7.1,"Avg Age: 58.8, Avg Budget: 3605.3"
59624,Matthew Finley,Female,1981/2/26,"'Books', 'Gardening', 'Outdoor activities', 'Outdoor activities'",Stockport,Receptionist,4311,44,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
24574,Jacob Carson,Male,1960/9/29,"'Outdoor activities', 'Gaming', 'Politics', 'Science'",Preston,Waiter,2912,65,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
19275,Tammy Nguyen,Female,1974/6/27,'Cars and automobiles',Liverpool,Technical Writer,5850,51,46-55,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
47083,Lawrence Owens,Female,1971/7/29,'Social causes and activism',Preston,Taxi Driver,3680,54,46-55,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
67111,Sylvia Barbee,Male,1960/4/22,"'Parenting and family', 'Education and learning', 'Fitness', 'Photography'",Stockport,Data Analyst,4493,65,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
47030,Amy Cabrera,Female,1956/2/20,"'Gaming', 'Nature'",Liverpool,Technical Writer,3853,69,66+,6,Nature & Music,6.1,"Avg Age: 60.0, Avg Budget: 3992.8"
64459,Johnathan Fontaine,Female,1964/5/27,"'History', 'DIY and crafts'",Bolton,IT technician,4482,61,56-65,5,History & Gardening,5.2,"Avg Age: 57.6, Avg Budget: 3697.9"
5349,Randy Liston,Female,1999/11/7,"'Fashion', 'Fashion', 'Cooking', 'Finance and investments', 'Politics'",Liverpool,Chef,3234,26,26-35,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
12787,Curt Miller,Male,1979/4/6,"'Books', 'Sports', 'Fashion', 'DIY and crafts'",Bolton,Compliance Officer,4858,46,46-55,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
71939,Peter Martinez,Female,1984/12/3,"'Nature', 'Fitness', 'Books', 'Social causes and activism'",Bolton,Software Engineer,9330,41,36-45,6,Nature & Music,6.3,"Avg Age: 42.3, Avg Budget: 6376.3"
64717,Johnny Slowe,Female,1993/12/8,"'Beauty', 'Music', 'Business and entrepreneurship', 'Outdoor activities'",Stockport,Event Coordinator,5304,32,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
10640,Joanne Goodman,Female,2001/3/11,'Parenting and family',Liverpool,Business Consultant,10208,24,18-25,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
8265,Stephanie Lacroix,Male,1976/5/6,"'Social causes and activism', 'Photography', 'Health and wellness', 'Beauty', 'Music'",Liverpool,Barista,2209,49,46-55,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
11714,Allison Briscoe,Female,1997/9/29,"'Politics', 'Cooking'",Bolton,Quality Assurance Analyst,4935,28,26-35,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
65640,Son Rivera,Female,1983/1/22,"'Books', 'History', 'Finance and investments', 'Gaming'",Stockport,Delivery Driver,2764,42,36-45,5,History & Gardening,5.1,"Avg Age: 32.9, Avg Budget: 4371.4"
54685,Roy Stevenson,Female,1996/8/22,"'Fashion', 'Fashion', 'Fashion', 'Business and entrepreneurship', 'Art'",Liverpool,Compliance Officer,7223,29,26-35,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
89266,Gayla Blasen,Female,1960/12/8,"'Fitness', 'Outdoor activities'",Bolton,Delivery Driver,2577,65,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
98647,Judith Shapiro,Female,1985/11/9,"'Business and entrepreneurship', 'Movies', 'Fitness'",Liverpool,Event Coordinator,4344,40,36-45,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
99193,Richard Michaels,Male,1983/4/20,"'Science', 'Food and dining', 'Gaming', 'Fitness', 'Science'",Bolton,Sales Executive,4508,42,36-45,3,Pets & Food and dining,3.2,"Avg Age: 31.9, Avg Budget: 4085.9"
59961,Christopher Huber,Male,1985/6/28,"'Business and entrepreneurship', 'Social causes and activism', 'Cars and automobiles', 'Photography'",Preston,Software Engineer,5328,40,36-45,2,Business and entrepreneurship & Cooking,2.1,"Avg Age: 43.9, Avg Budget: 6743.3"
68203,Michael Conley,Male,1997/3/27,"'DIY and crafts', 'DIY and crafts', 'Social causes and activism'",Liverpool,Business Consultant,7092,28,26-35,2,Business and entrepreneurship & Cooking,2.1,"Avg Age: 43.9, Avg Budget: 6743.3"
80120,Arlene Lane,Female,2002/7/25,'Gardening',Liverpool,Public Relations Specialist,4167,23,18-25,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
29539,Deborah Mears,Male,1971/9/8,"'Art', 'Social causes and activism', 'Education and learning', 'Science', 'History'",Bolton,Delivery Driver,3755,54,46-55,4,Art & Sports,4.3,"Avg Age: 56.9, Avg Budget: 3703.1"
16751,Marc Coral,Male,1961/7/7,"'Fitness', 'Finance and investments', 'Photography', 'Gardening'",Liverpool,Financial Analyst,6807,64,56-65,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
96494,Terri Tyler,Female,1957/3/16,"'Science', 'Fitness', 'Social causes and activism', 'Technology', 'Politics'",Bolton,Teacher,4996,68,66+,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
68665,James Leech,Female,1979/12/15,"'Travel', 'History', 'Education and learning', 'Parenting and family', 'Technology'",Preston,Human Resources Coordinator,5160,46,46-55,5,History & Gardening,5.1,"Avg Age: 32.9, Avg Budget: 4371.4"
73222,Eleanor Rivera,Male,1981/10/3,"'Fashion', 'Food and dining', 'Books', 'Science', 'Education and learning'",Preston,Procurement Specialist,6559,44,36-45,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
38054,Linda Coon,Female,1987/6/27,"'Technology', 'Cooking', 'Fashion'",Manchester,HR Manager,6527,38,36-45,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
91527,Connie Mosley,Male,1961/8/22,'Gaming',Manchester,Chef,5153,64,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
79902,Earl Surface,Male,1985/7/21,"'Travel', 'Gardening', 'Sports', 'Photography', 'Food and dining'",Liverpool,Quality Assurance Analyst,5482,40,36-45,7,Travel & Movies,7.2,"Avg Age: 32.8, Avg Budget: 5720.0"
76505,Melissa Kellogg,Male,2004/6/15,"'Photography', 'Fashion'",Liverpool,Receptionist,4250,21,18-25,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
